ID,mcc,mnc,country,operator,isvaild,country_en
2892,412,1,阿富汗,Afghan Wireless Communication Company,1,Afghanistan
2893,412,20,阿富汗,Telecom Development Company Afghanistan Ltd.,1,Afghanistan
2894,412,40,阿富汗,MTN Group Afghanistan,1,Afghanistan
2895,412,50,阿富汗,Etisalat Afghanistan,1,Afghanistan
2896,276,1,阿尔巴尼亚,Albanian Mobile Communications,1,Albania
2897,276,2,阿尔巴尼亚,Vodafone Albania,1,Albania
2898,276,3,阿尔巴尼亚,Eagle Mobile,1,Albania
2899,276,4,阿尔巴尼亚,Plus Communication,1,Albania
2900,603,1,阿尔及利亚,ATM Mobilis,1,Algeria
2901,603,2,阿尔及利亚,Orascom Telecom Algerie Spa,1,Algeria
2902,603,3,阿尔及利亚,Wataniya Telecom Algerie,1,Algeria
2903,544,11,美属萨摩亚(美国),Bluesky,1,Samoa (USA)
2904,213,3,安道尔,Servei De Tele. DAndorra,1,Andorra
2905,631,2,安哥拉,UNITEL S.a.r.l.,1,Angola
2906,631,4,安哥拉,MOVICEL Telecommunications S.a.,1,Angola
2907,365,10,安圭拉,Weblinks Limited,1,Anguilla
2908,365,840,安圭拉,Cable & Wireless,1,Anguilla
2909,344,30,安提瓜和巴布达,Antigua Public Utilities Authority,1,Antigua and Barbuda
2910,344,920,安提瓜和巴布达,Cable & Wireless Caribbean Cellular (Antigua) Limi,1,Antigua and Barbuda
2911,338,50,牙买加,Antigua Wireless Ventures Limited,1,Jamaica
2912,722,10,阿根廷,Telefonica Móviles Argentina SA,1,Argentina
2913,722,20,阿根廷,NII Holdings,1,Argentina
2914,722,70,阿根廷,Telefonica Móviles Argentina SA,1,Argentina
2915,722,310,阿根廷,AMX Argentina S.A,1,Argentina
2916,722,320,阿根廷,AMX Argentina S.A,1,Argentina
2917,722,330,阿根廷,AMX Argentina S.A,1,Argentina
2918,722,34,阿根廷,Telecom Personal SA,1,Argentina
2919,722,341,阿根廷,Telecom Personal SA,1,Argentina
2920,722,350,阿根廷,Hutchinson (PORT HABLE),1,Argentina
2921,722,36,阿根廷,Telecom Personal SA,1,Argentina
2922,283,1,亚美尼亚,ArmenTel,1,Armenia
2923,283,5,亚美尼亚,K Telecom CJSC,1,Armenia
2924,363,1,阿鲁巴(荷兰王国),Servicio di Telecomunicacion di Aruba,1,Aruba (Kingdom of the Netherlands)
2925,505,1,澳洲,Telstra Corporation Limited,1,Australia
2926,505,2,澳洲,Singtel Optus Proprietary Limited,1,Australia
2927,505,3,澳洲,Vodafone Hutchison Australia Proprietary Limited,1,Australia
2928,505,4,澳洲,Department of Defence,1,Australia
2929,505,6,澳洲,Vodafone Hutchison Australia Proprietary Limited,1,Australia
2930,505,8,澳洲,One.Tel Limited,1,Australia
2931,505,12,澳洲,Vodafone Hutchison Australia Proprietary Limited,1,Australia
2932,505,13,澳洲,Rail Corporation New South Wales,1,Australia
2933,505,14,澳洲,Telecom New Zealand,1,Australia
2934,505,21,澳洲,TPG Telecom Limited,1,Australia
2935,505,38,澳洲,Vodafone Hutchison Australia Proprietary Limited,1,Australia
2936,505,71,澳洲,Telstra Corporation Limited,1,Australia
2937,505,72,澳洲,Telstra Corporation Limited,1,Australia
2938,505,90,澳洲,Singtel Optus Proprietary Limited,1,Australia
2939,505,99,澳洲,One.Tel,1,Australia
2940,232,1,奥地利,A1 Telekom Austria,1,Austria
2941,232,3,奥地利,T-Mobile Austria,1,Austria
2942,232,5,奥地利,Orange Austria,1,Austria
2943,232,7,奥地利,T-Mobile Austria,1,Austria
2944,232,9,奥地利,A1 Telekom Austria,1,Austria
2945,232,10,奥地利,Hutchison 3G,1,Austria
2946,232,11,奥地利,A1 Telekom Austria,1,Austria
2947,232,12,奥地利,yesss,1,Austria
2948,232,14,奥地利,Hutchison 3G,1,Austria
2949,232,15,奥地利,Barablu Mobile Ltd.,1,Austria
2950,232,91,奥地利,BB,1,Austria
2951,400,3,阿塞拜疆,CATEL,1,Azerbaijan
2952,400,4,阿塞拜疆,Azerfon,1,Azerbaijan
2953,364,390,巴哈马,The Bahamas Telecommunications Company Ltd,1,Bahamas
2954,426,1,巴林,Bahrain Telecommunications Company,1,Bahrain
2955,426,2,巴林,Zain Bahrain,1,Bahrain
2956,426,4,巴林,Viva Bahrain,1,Bahrain
2957,470,1,孟加拉国,GrameenPhone Ltd,1,Bangladesh
2958,470,2,孟加拉国,Axiata Bangladesh Ltd.,1,Bangladesh
2959,470,3,孟加拉国,Orascom Telecom Holding,1,Bangladesh
2960,470,6,孟加拉国,Bharti airtel Bangladesh Ltd.,1,Bangladesh
2961,342,600,巴巴多斯,LIME (formerly known as Cable & Wireless),1,Barbados
2962,342,750,巴巴多斯,Digicel (Barbados) Limited,1,Barbados
2963,342,820,巴巴多斯,Sunbeach Communications,1,Barbados
2964,257,2,白俄罗斯,Mobile TeleSystems,1,Belarus
2965,257,3,白俄罗斯,BelCel,1,Belarus
2966,257,4,白俄罗斯,Belarussian Telecommunications Network,1,Belarus
2967,206,1,比利时,Belgacom Mobile,1,Belgium
2968,206,5,比利时,Telenet,1,Belgium
2969,206,10,比利时,France Telecom,1,Belgium
2970,206,20,比利时,KPN,1,Belgium
2971,702,67,伯利兹,Belize Telemedia,1,Belize
2972,702,99,伯利兹,SpeedNet Communications Limited,1,Belize
2973,616,1,贝宁,Benin Telecoms Mobile,1,Benin
2974,616,2,贝宁,Telecel Benin,1,Benin
2975,616,3,贝宁,Spacetel Benin,1,Benin
2976,616,4,贝宁,Bell Benin Communications,1,Benin
2977,616,5,贝宁,Glo Communication Benin,1,Benin
2978,350,1,百慕大(英国),Telecommunications (Bermuda & West Indies) Ltd,1,Bermuda (United Kingdom)
2979,350,2,百慕大(英国),M3 Wireless,1,Bermuda (United Kingdom)
2980,402,11,不丹,B-Mobile,1,Bhutan
2981,402,77,不丹,Tashi InfoComm Limited,1,Bhutan
2982,736,1,玻利维亚,Nuevatel PCS De Bolivia SA,1,Bolivia
2983,736,2,玻利维亚,Entel SA,1,Bolivia
2984,736,3,玻利维亚,Telefonica Celular De Bolivia S.A,1,Bolivia
2985,218,3,波斯尼亚与赫塞哥维纳,Public Enterprise Croatian Telecom Ltd.,1,Bosnia and Herzegovina
2986,218,5,波斯尼亚与赫塞哥维纳,RS Telecommunications JSC Banja Luka,1,Bosnia and Herzegovina
2987,218,90,波斯尼亚与赫塞哥维纳,BH Telecom,1,Bosnia and Herzegovina
2988,652,1,博茨瓦纳,Mascom Wireless (Pty) Limited,1,Botswana
2989,652,2,博茨瓦纳,Orange (Botswana) Pty Limited,1,Botswana
2990,652,4,博茨瓦纳,Botswana Telecommunications Corporation,1,Botswana
2991,724,0,巴西,"NII Holdings, Inc.",1,Brazil
2992,724,2,巴西,Telecom Italia Mobile,1,Brazil
2993,724,3,巴西,Telecom Italia Mobile,1,Brazil
2994,724,4,巴西,Telecom Italia Mobile,1,Brazil
2995,724,5,巴西,Claro,1,Brazil
2996,724,6,巴西,Vivo S.A.,1,Brazil
2997,724,55,巴西,Sercomtel Celular,1,Brazil
2998,724,10,巴西,Vivo S.A.,1,Brazil
2999,724,11,巴西,Vivo S.A.,1,Brazil
3000,724,15,巴西,CTBC Celular S.A.,1,Brazil
3001,724,16,巴西,Brasil Telecom GSM,1,Brazil
3002,724,23,巴西,Vivo S.A.,1,Brazil
3003,724,31,巴西,TNL PCS,1,Brazil
3004,724,32,巴西,CTBC Celular S.A.,1,Brazil
3005,724,33,巴西,CTBC Celular S.A.,1,Brazil
3006,724,34,巴西,CTBC Celular S.A.,1,Brazil
3007,724,39,巴西,"NII Holdings, Inc.",1,Brazil
3008,348,170,英属维尔京群岛(英国),Cable & Wireless,1,British Virgin Islands(United Kingdom)
3009,348,570,英属维尔京群岛(英国),Caribbean Cellular Telephone,1,British Virgin Islands(United Kingdom)
3010,348,770,英属维尔京群岛(英国),Digicel (BVI) Limited,1,British Virgin Islands(United Kingdom)
3011,528,1,文莱,Jabatan Telekom Brunei,1,Brunei
3012,528,2,文莱,B-Mobile Communications Sdn Bhd,1,Brunei
3013,528,11,文莱,Data Stream Technology,1,Brunei
3014,284,1,保加利亚,Mobiltel,1,Bulgaria
3015,284,3,保加利亚,BTC,1,Bulgaria
3016,284,4,保加利亚,Undisclosed,1,Bulgaria
3017,284,5,保加利亚,Cosmo Bulgaria Mobile,1,Bulgaria
3018,613,1,布基纳法索,Onatal,1,Burkina Faso
3019,613,2,布基纳法索,Celtel Burkina Faso,1,Burkina Faso
3020,613,3,布基纳法索,Telecel Faso SA,1,Burkina Faso
3021,642,1,布隆迪,Econet Wireless Burundi PLC,1,Burundi
3022,642,2,布隆迪,Africell PLC,1,Burundi
3023,642,3,布隆迪,Onatel,1,Burundi
3024,642,7,布隆迪,LACELL SU,1,Burundi
3025,642,8,布隆迪,HiTs Telecom,1,Burundi
3026,642,82,布隆迪,U-COM Burundi S.A.,1,Burundi
3027,456,1,柬埔寨,CamGSM,1,Cambodia
3028,456,2,柬埔寨,Telekom Malaysia International (Cambodia) Co. Ltd,1,Cambodia
3029,456,3,柬埔寨,S Telecom,1,Cambodia
3030,456,4,柬埔寨,Cambodia Advance Communications Co. Ltd,1,Cambodia
3031,456,5,柬埔寨,APPLIFONE CO. LTD.,1,Cambodia
3032,456,6,柬埔寨,"Latelz Co., Ltd",1,Cambodia
3033,456,18,柬埔寨,Camshin / Shinawatra,1,Cambodia
3034,456,9,柬埔寨,Sotelco Ltd.,1,Cambodia
3035,456,8,柬埔寨,Viettel,1,Cambodia
3036,624,1,喀麦隆,Mobile Telephone Network Cameroon Ltd,1,Cameroon
3037,624,2,喀麦隆,Orange Cameroun S.A.,1,Cameroon
3038,302,220,加拿大,Telus Mobility,1,Canada
3039,302,221,加拿大,Telus Mobility,1,Canada
3040,302,270,加拿大,EastLink,1,Canada
3041,302,290,加拿大,Airtel Wireless,1,Canada
3042,302,320,加拿大,DAVE Wireless,1,Canada
3043,302,350,加拿大,FIRST Networks Operations,1,Canada
3044,302,360,加拿大,Telus Mobility,1,Canada
3045,302,361,加拿大,Telus Mobility,1,Canada
3046,302,370,加拿大,Fido Solutions (Rogers Wireless),1,Canada
3047,302,380,加拿大,Dryden Mobility,1,Canada
3048,302,490,加拿大,Globalive Communications,1,Canada
3049,302,500,加拿大,Videotron,1,Canada
3050,302,510,加拿大,Videotron,1,Canada
3051,302,610,加拿大,Bell Mobility,1,Canada
3052,302,610,加拿大,Virgin Mobile Canada,1,Canada
3053,302,620,加拿大,ICE Wireless,1,Canada
3054,302,640,加拿大,Bell Mobility,1,Canada
3055,302,652,加拿大,BC Tel Mobility (Telus),1,Canada
3056,302,653,加拿大,Telus Mobility,1,Canada
3057,302,655,加拿大,MTS Mobility,1,Canada
3058,302,656,加拿大,Thunder Bay Telephone Mobility,1,Canada
3059,302,657,加拿大,Telus Mobility,1,Canada
3060,302,660,加拿大,MTS Mobility,1,Canada
3061,302,680,加拿大,SaskTel Mobility,1,Canada
3062,302,701,加拿大,MB Tel Mobility,1,Canada
3063,302,702,加拿大,MT&T Mobility (Aliant),1,Canada
3064,302,703,加拿大,New Tel Mobility (Aliant),1,Canada
3065,302,720,加拿大,Rogers Communications,1,Canada
3066,302,780,加拿大,SaskTel Mobility,1,Canada
3067,302,880,加拿大,"Shared Telus, Bell, and SaskTel",1,Canada
3068,625,1,佛得角,"CVMovel, S.A.",1,Cape Verde
3069,625,2,佛得角,T+,1,Cape Verde
3070,346,140,开曼群岛(英国),Cable & Wireless (Cayman Islands) Limited,1,Cayman Islands(United Kingdom)
3071,346,50,开曼群岛(英国),Digicel Cayman Ltd.,1,Cayman Islands(United Kingdom)
3072,623,1,中非共和国,Centrafrique Telecom Plus,1,Central African Republic
3073,623,2,中非共和国,Telecel Centrafrique,1,Central African Republic
3074,623,3,中非共和国,Orange RCA,1,Central African Republic
3075,623,4,中非共和国,Nationlink Telecom RCA,1,Central African Republic
3076,622,1,查德,Bharti Airtel SA,1,Blanchard
3077,622,2,查德,Tchad Mobile,1,Blanchard
3078,622,3,查德,TIGO - Millicom,1,Blanchard
3079,622,4,查德,Sotel Mobile,1,Blanchard
3080,730,1,智利,Entel PCS Telecomunicaciones S.A.,1,Chile
3081,730,2,智利,Telefónica Móvil de Chile,1,Chile
3082,730,3,智利,Claro Chile S.A.,1,Chile
3083,730,4,智利,Centennial Cayman Corp. Chile,1,Chile
3084,730,8,智利,VTR S.A.,1,Chile
3085,730,9,智利,Centennial Cayman Corp. Chile,1,Chile
3086,730,10,智利,Entel Telefonía Móvil S.A.,1,Chile
3087,730,99,智利,WILL Telefonía,1,Chile
3088,460,0,中国,移动,1,China
3089,460,1,中国,联通,1,China
3090,460,2,中国,移动,0,China
3091,460,11,中国,电信,1,China
3092,460,5,中国,电信,0,China
3093,460,6,中国,联通,0,China
3094,460,7,中国,移动,0,China
3095,460,20,中国,铁通,0,China
3096,460,3,中国,电信,1,China
3097,732,1,哥伦比亚,Colombia Telecomunicaciones S.A.,1,Colombia
3098,732,2,哥伦比亚,Edatel S.A.,1,Colombia
3099,732,101,哥伦比亚,Comcel Colombia,1,Colombia
3100,732,102,哥伦比亚,Bellsouth Colombia,1,Colombia
3101,732,103,哥伦比亚,Colombia Móvil,1,Colombia
3102,732,111,哥伦比亚,Colombia Móvil,1,Colombia
3103,732,123,哥伦比亚,Telefónica Móviles Colombia,1,Colombia
3104,654,1,科摩罗,HURI - SNPT,1,Comoros
3105,629,1,刚果共和国,Celtel Congo,1,Republic of the Congo
3106,629,10,刚果共和国,MTN CONGO S.A,1,Republic of the Congo
3107,629,7,刚果共和国,Warid Telecom,1,Republic of the Congo
3108,548,1,库克群岛(新西兰),Telecom Cook,1,Cook Islands(New Zealand)
3109,712,1,哥斯达黎加,Instituto Costarricense de Electricidad,1,Costa Rica
3110,712,2,哥斯达黎加,Instituto Costarricense de Electricidad,1,Costa Rica
3111,712,3,哥斯达黎加,Claro CR Telecomunicaciones,1,Costa Rica
3112,712,4,哥斯达黎加,Telefonica Móviles Costa Rica,1,Costa Rica
3113,219,1,克罗地亚,T-Mobile Croatia,1,Croatia
3114,219,2,克罗地亚,Tele2,1,Croatia
3115,219,10,克罗地亚,Vipnet,1,Croatia
3116,368,1,古巴,"Empresa de Telecomunicaciones de Cuba, SA",1,Cuba
3117,280,1,塞浦路斯,Cyprus Telecommunications Auth,1,Cyprus
3118,280,10,塞浦路斯,Areeba Ltd,1,Cyprus
3119,230,1,捷克,T-Mobile Czech Republic,1,Czech
3120,230,2,捷克,Telefónica Czech Republic,1,Czech
3121,230,3,捷克,Vodafone Czech Republic,1,Czech
3122,230,4,捷克,"MobilKom, a. s.",1,Czech
3123,230,5,捷克,"TRAVEL TELEKOMMUNIKATION, s.r.o.",1,Czech
3124,230,6,捷克,"OSNO TELECOMUNICATION, s.r.o.",1,Czech
3125,230,98,捷克,"Správa elezniní dopravní cesty, s.o.",1,Czech
3126,230,99,捷克,Vodafone Czech Republic,1,Czech
3127,630,1,刚果民主共和国,Vodacom Congo RDC sprl,1,Democratic Republic of the Congo
3128,630,2,刚果民主共和国,Celtel Congo,1,Democratic Republic of the Congo
3129,630,4,刚果民主共和国,Cellco,1,Democratic Republic of the Congo
3130,630,5,刚果民主共和国,Supercell SPRL,1,Democratic Republic of the Congo
3131,630,86,刚果民主共和国,Congo-Chine Telecom s.a.r.l.,1,Democratic Republic of the Congo
3132,630,89,刚果民主共和国,OASIS SPRL,1,Democratic Republic of the Congo
3133,238,1,丹麦,TDC A/S,1,Denmark
3134,238,2,丹麦,Telenor Denmark,1,Denmark
3135,238,3,丹麦,MIGway A/S,1,Denmark
3136,238,5,丹麦,ApS KBUS,1,Denmark
3137,238,6,丹麦,Hi3G Denmark ApS,1,Denmark
3138,238,7,丹麦,Barablu Mobile Ltd.,1,Denmark
3139,238,9,丹麦,Dansk Beredskabskommunikation A/S,1,Denmark
3140,238,10,丹麦,TDC A/S,1,Denmark
3141,238,11,丹麦,Dansk Beredskabskommunikation A/S,1,Denmark
3142,238,12,丹麦,Lycamobile Denmark Ltd,1,Denmark
3143,238,20,丹麦,,1,Denmark
3144,238,30,丹麦,Telia Nttjnster Norden AB,1,Denmark
3145,238,40,丹麦,Ericsson Danmark A/S,1,Denmark
3146,238,77,丹麦,Telenor Denmark,1,Denmark
3147,638,1,吉布提,Djibouti Telecom SA,1,Djibouti
3148,366,20,多米尼克,Digicel Group Limited,1,Dominica
3149,366,110,多米尼克,Cable & Wireless,1,Dominica
3150,370,1,多米尼加共和国,Orange Dominicana,1,Dominican Republic
3151,370,2,多米尼加共和国,"Compaía Dominicana de Teléfonos, C por",1,Dominican Republic
3152,370,3,多米尼加共和国,Tricom S.A.,1,Dominican Republic
3153,370,4,多米尼加共和国,"Trilogy Dominicana, S.A.",1,Dominican Republic
3154,514,2,东帝汶,Timor Telecom,1,East Timor
3155,740,0,厄瓜多尔,Otecel S.A.,1,Ecuador
3156,740,1,厄瓜多尔,CONECEL S.A.,1,Ecuador
3157,740,2,厄瓜多尔,Corporación Nacional de Telecomunicaciones CNT EP,1,Ecuador
3158,602,1,埃及,ECMS-Mobinil,1,Egypt
3159,602,2,埃及,Vodafone Egypt,1,Egypt
3160,602,3,埃及,Etisalat Egypt,1,Egypt
3161,706,1,萨尔瓦多,CTE Telecom Personal SA de CV,1,Salvador
3162,706,2,萨尔瓦多,Digicel Group,1,Salvador
3163,706,3,萨尔瓦多,Telemovil EL Salvador S.A.,1,Salvador
3164,706,4,萨尔瓦多,Telefónica Móviles El Salvador,1,Salvador
3165,706,11,萨尔瓦多,América Móvil,1,Salvador
3166,627,1,赤道几内亚,GETESA,1,Equatorial Guinea
3167,627,3,赤道几内亚,HiTs EG.SA,1,Equatorial Guinea
3168,657,1,厄立特里亚,Eritrea Telecommunications Services Corporation,1,Eritrea
3169,248,1,爱沙尼亚,Estonian Mobile Telecom,1,Estonia
3170,248,2,爱沙尼亚,Elisa Eesti,1,Estonia
3171,248,3,爱沙尼亚,Tele 2 Eesti,1,Estonia
3172,248,4,爱沙尼亚,OY Top Connect,1,Estonia
3173,248,5,爱沙尼亚,AS Bravocom Mobiil,1,Estonia
3174,248,6,爱沙尼亚,Progroup Holding,1,Estonia
3175,636,1,埃塞俄比亚,Ethio Telecom,1,Ethiopia
3176,288,1,法罗群岛(丹麦),Faroese Telecom,1,Faroe Islands(Denmark)
3177,288,2,法罗群岛(丹麦),Vodafone Faroe Islands,1,Faroe Islands(Denmark)
3178,542,1,斐济,Vodafone Fiji,1,Fiji
3179,542,2,斐济,Digicel Fiji,1,Fiji
3180,244,3,芬兰,DNA Oy,1,Finland
3181,244,5,芬兰,Elisa Oyj,1,Finland
3182,244,7,芬兰,Nokia Test Network,1,Finland
3183,244,8,芬兰,Unknown,1,Finland
3184,244,10,芬兰,TDC Oy,1,Finland
3185,244,11,芬兰,Suomen Erillisverkot Oy,1,Finland
3186,244,12,芬兰,DNA Oy,1,Finland
3187,244,14,芬兰,lands Mobiltelefon,1,Finland
3188,244,15,芬兰,Samk student network,1,Finland
3189,244,21,芬兰,Elisa Oyj,1,Finland
3190,244,29,芬兰,Scnl Truphone,1,Finland
3191,244,91,芬兰,TeliaSonera Finland Oyj,1,Finland
3192,208,0,法国,France Télécom,1,France
3193,208,1,法国,France Télécom,1,France
3194,208,2,法国,France Télécom,1,France
3195,208,5,法国,Globalstar Europe,1,France
3196,208,6,法国,Globalstar Europe,1,France
3197,208,7,法国,Globalstar Europe,1,France
3198,208,10,法国,Vivendi,1,France
3199,208,11,法国,Vivendi,1,France
3200,208,13,法国,Vivendi,1,France
3201,208,14,法国,Iliad,1,France
3202,208,15,法国,Iliad,1,France
3203,208,20,法国,Bouygues Telecom,1,France
3204,208,21,法国,Bouygues Telecom,1,France
3205,208,22,法国,Transatel,1,France
3206,208,88,法国,Bouygues Telecom,1,France
3207,547,20,法属波利尼西亚(法国),Tikiphone SA,1,French Polynesia(France)
3208,628,1,加蓬,Gabon Telecom & Libertis S.A.,1,Gabon
3209,628,2,加蓬,Atlantique Télécom (Etisalat Group) Gabon S.A.,1,Gabon
3210,628,3,加蓬,Airtel Gabon S.A.,1,Gabon
3211,628,4,加蓬,USAN Gabon S.A.,1,Gabon
3212,607,1,冈比亚,Gamcel,1,Gambia
3213,607,2,冈比亚,Africel,1,Gambia
3214,607,3,冈比亚,Comium,1,Gambia
3215,607,4,冈比亚,QCell Gambia,1,Gambia
3216,282,1,乔治亚,Geocell Limited,1,Georgia
3217,282,2,乔治亚,Magticom GSM,1,Georgia
3218,282,3,乔治亚,Magtifix,1,Georgia
3219,282,4,乔治亚,Mobitel LLC,1,Georgia
3220,282,5,乔治亚,Silknet CDMA,1,Georgia
3221,262,1,德国,T-Mobile Deutschland GmbH,1,Germany
3222,262,2,德国,Vodafone D2 GmbH,1,Germany
3223,262,3,德国,E-Plus Mobilfunk,1,Germany
3224,262,5,德国,E-Plus Mobilfunk,1,Germany
3225,262,7,德国,O2 (Germany) GmbH & Co. OHG,1,Germany
3226,262,10,德国,Arcor AG & Co,1,Germany
3227,262,12,德国,Dolphin Telecom,1,Germany
3228,262,13,德国,Mobilcom Multimedia,1,Germany
3229,262,14,德国,Group 3G UMTS,1,Germany
3230,262,42,德国,Chaos Computer Club,1,Germany
3231,262,43,德国,Lycamobile,1,Germany
3232,262,60,德国,DB Telematik,1,Germany
3233,262,76,德国,Siemens AG,1,Germany
3234,620,1,加纳,MTN Group,1,Ghana
3235,620,2,加纳,Vodafone Group,1,Ghana
3236,620,3,加纳,Millicom Ghana,1,Ghana
3237,620,4,加纳,Kasapa / Hutchison Telecom,1,Ghana
3238,620,6,加纳,Airtel,1,Ghana
3239,266,1,直布罗陀(英国),Gibraltar Telecoms,1,Gibraltar (United Kingdom)
3240,266,6,直布罗陀(英国),CTS Gibraltar,1,Gibraltar (United Kingdom)
